start	end	text
26507834	26510219	I would feel a burn of like a 9 out of 10.
26510539	26512303	I don't need you to get to a 10 out of 10.
26512603	26517633	I don't need your calves to fully cramp up, but get close to that point and then stop.
26517934	26519216	Take as long as you want.
26519296	26524446	Sometimes I take up to two or three minutes in between sets and then I go back in.
26524426	26534105	For most of you, I want you to follow the rep range, but again, if that is too easy, extend it, make sure you jot down your time, and each week, I want you to go up on that.
26534486	26539536	By the end of the four weeks, our fascia and our Achilles is gonna be a lot springier.
26539596	26543083	We're gonna be storing and releasing elastic energy like never before.
26543404	26544105	Let's get it.
26569752	26573777	For our 7-11 breathing, what we're going to do is just lay down on our back.
26573898	26575700	Make sure that you're in a relaxed place.
26575740	26578444	I know you're probably in a gym, so it might be a little bit loud.
26578484	26584993	If you have headphones, throw on some headphones, throw on some slow music, maybe some yoga or meditation type music.
26585513	26591722	And all I'm going to do is just lay down and I'm going to breathe in through my nose for seven seconds.
26591742	26595507	And I'm also going to breathe out through my nose for 11 seconds.
26595487	26599375	So I'm not going to open my mouth for this whole drill.
26599816	26604166	So it's in through the nose and I want to make sure that my stomach is rising.
26604226	26611622	Your chest will naturally rise a little bit, but most of you when you think of deep breathing, what happens is your belly stays still.
26612564	26615627	and your chest puffs up and your shoulders elevate.
26615647	26622355	That means we are not actually getting all of that air, all of that oxygen down to the deepest part of the lungs.
26622915	26628682	So I want you to think about letting the belly rise as you take that breath in, okay?
26628702	26632366	So we're here, in deep through the nose, let the stomach rise.
26634668	26638993	Seven seconds, once you finish that seven seconds, it's out through the nose.
26641893	26643815	and that stomach will fall, okay?
26644536	26647159	Initially, this is very uncomfortable for guys.
26647940	26656951	I've had NBA players that absolutely hated this until they're in their third or fourth session and they started to get used to it because you do have to learn how to pace your breath.
26657752	26665502	If you just breathe in as hard as you can and breathe out as hard as you can, you're not gonna be able to go for seven in and 11 out.
26665762	26669807	You gotta learn to go very slow and pace that breath, okay?
26669787	26698663	this is doing a lot of stuff I mean for one we're helping you expand the lungs we're teaching you how to to breathe yourself into a more calmer state but from a recovery standpoint this could possibly be the best thing that you can do after a workout better than foam rolling better than static stretching because after a workout we're in that sympathetic state that's that fight that's that workout that's that game mode okay I got to get you to the parasympathetic state that's relax recover all recovery
26698913	26701417	happens in the parasympathetic state.
26701978	26706424	Okay, so if I'm still hyped up after the workout, I'm killing my recovery.
26706444	26720044	So as soon as we're done with the workout, we wanna do these breathing exercises to get us into that parasympathetic state, and then I can really start to aid my recovery, and I'm back better than ever tomorrow, ready to train again.
26722015	26722696	What's up guys?
26722796	26726401	Quick minimum dose advice for day three of phase six.
26726601	26730747	This is already a very efficient workout so we shouldn't have to cut out much.
26731187	26740199	If we're going to cut out anything, it would be the foam roller circuit and it would be the last exercise, hamstring chair alternating holds.
26740980	26742202	This is a great exercise.
26742242	26749592	You can get sort of a maximal muscle contraction in the hamstrings, get a good mind muscle connection to those hamstrings.
26749572	26753300	but if there's one that you have to skip, it would be that one.
26753941	26756346	All the other exercises are extremely important.
26756747	26766568	The oscillating ankle stiffness, you could take that down to two or three sets, but this is a very important exercise, so I wouldn't completely skip that exercise.
26766751	26768315	We're going to get through a foam roller circuit.
26768456	26770140	I have a long roller from Skills.
26770401	26777279	You could do long or you could do one of the shorter rollers that you can get from Skills online, or you could just get it from Walmart or Target.
26777640	26783055	So the first muscle that we're going to focus on is the glutes, one of the most important muscles for us to foam roll.
26783035	26786142	So you could either go this way or you could go vertical.
26786482	26795642	So if you go this way, we're just going to lean over to one side and then I'm just going to roll from the bottom of my glute all the way up to the top of my glute.
26795662	26802377	Now, always, if we want more pressure, we could cross over here and add a little more pressure to make it a little tougher.
26802357	26808868	or we could go vertical here and then we could lean over and get the glute horizontally as well.
26809248	26811472	So the next one, we're going to move down the posterior chain.
26811492	26812914	We're going to focus on the hamstrings.
26813255	26821649	So I'm just going to sit on the roller and I'm going to cross over this foot and I'm just going to roll from the bottom of my glute all the way to the top of my knee.
26822029	26829141	So I'm just going to start in the center and then I'm gradually going to rock over a little bit so I can get the outside of my hamstrings.
26829121	26833815	and then I'm gonna rock to the inside so I can get the inside of my hamstrings.
26834032	26863971	the next one we're going to do is the calves so we're just going to cross over and i'm going to push myself up so my hips are off the ground and i'm just going to roll basically from the bottom of the knee all the way up to the top of the ankle so we're going over that calf and also over that achilles and our next one we're flipping over we're going hip flexor all the way down to the quad so i'm going to go on the side of the roller now and i'm just going to come down into a plank position and i'm going to roll
26863951	26870261	from that hip flexor all the way down towards the top of my thigh.
26870982	26873967	So I'm getting my whole quad in this one.
26874408	26879657	And if you can't get down to the quad muscles around your knee, then start here and finish.
26880117	26886668	And then you would scoot up and then just focus on those lower quad muscles down around the knee.
26886648	26889554	Our next one's gonna be for the adductors, that's the inside of the leg.
26889754	26891497	So a lot of different ways that we can do this.
26891798	26905585	The way that I like to go is I like to just turn that roller here, come in a plank position, bring this foot up, and I'm just rolling from the inside, the top of the knee, all the way up through the groin area.
26907337	26914147	So we could go bent leg there or we could go straight leg there for a little bit deeper of a roll.
26914347	26917933	So after we're done with the foam rolling circuit, I like to get out a lacrosse ball.
26918213	26921478	You could use a golf ball, a baseball, anything hard.
26922019	26924723	And I'm just going to really dig into that heel.
26924743	26926426	So I'm going to apply some pressure in there.
26926726	26930552	I'm going to go from the heel all the way down through the ball of the foot.
26930992	26934137	And I'm going to really loosen up that fascia.
26934117	26941965	A lot of times our fascia of the feet take a lot of excess stress because we're on our feet all day, we're moving, we're cutting, we're jumping.
26942306	26944989	We got to really start to loosen that up.
26946610	26951175	Now after that, it's optional if you want to go up and work on the smaller muscles of the hip.
26951436	26954959	You can work on the smaller muscles of the shoulder up against a wall if you'd like to.
26955680	26960125	I just want to make sure that we get that foam roll circuit and we get that lacrosse ball on the feet.
26960505	26962167	Everything else is extra credit.
26965252	26969001	So the first thing we're gonna do for our dynamic warmup is stationary skips.
26969281	26971867	Now for all of these, you can take them on the move if you want.
26971927	26975916	For right now, I'm just gonna do them stationary just in case you don't have much room.
26976397	26983193	So we're just going up with the right, up with the left, just like we're running, and vice versa on that other side.
26983173	26986997	I'm staying stiff with the feet, so I'm not letting my heel collapse.
26987017	26988419	I want to stay on the ball of the foot.
26988819	26991922	And I'm just going to go about 50% of my max speed.
26992303	26993764	I'm not going too fast yet.
26994065	26996207	We're going to go for 30 seconds on the skips.
26996447	27000992	For the seal jacks, it's basically like a jumping jack, except I'm going to coordinate arms with the legs.
27001012	27005196	So I'm going to go over with the right and over with the right hand at the same time.
27005597	27009161	Back to neutral, over with the left, over with the left hand.
27009461	27011543	And then I'm just going to speed that up.
27011523	27018290	I'm going to get a good little rhythm going here, maybe somewhere between 30 and 50% of your max speed.
27018370	27019351	So we're not all out.
27019831	27021413	We're just getting that blood flowing.
27021693	27023034	We're going to go for 30 seconds.
27023194	27027579	For the over under hamstring stretch, I'm just going to go over with the left leg.
27027899	27029701	I'm going to come down, touch the toe.
27029781	27035847	Now, if you can't touch the toe without rounding the back, then just go mid shin or even to the knees, just as low as we can.
27035907	27039370	But we don't want to go to the point where we have to round our back.
27039350	27047048	Okay, so I'm going to get down, touch my toes, back to neutral, and then I cross over the other way, and I'm going the other side.
27050723	27053287	All right, we're gonna go five over and back.
27053548	27055090	So it's 10 total touches.
27055290	27058996	For the quad hamstring leans, I'm just gonna go into a quad stretch.
27059017	27060619	So I'm gonna pull my right foot up.
27060900	27066128	I wanna make sure that my heel is touching my hip in that position and I'm not out like this.
27066208	27067470	I'm keeping that knee in.
27067891	27075904	Now from there, I'm gonna keep the left knee straight and I'm just gonna go into a lean as low as I can.
27075884	27097740	so i'm getting a really good stretch in the quad by going down and getting my knee back i'm getting it into the hip flexor a little bit more and i'm getting this hamstring a good stretch and i'm also working on my balance at the same time i'm going to go five leans and then i'm going to switch over five leans on the other side for the hip opener we're going to go push up position
27098648	27102257	I'm going to go left leg up outside this left hand.
27102698	27105104	Now from here, I'm just going to rotate up and hold.
27105144	27107149	One, two, three.
27107229	27109495	Now I'm going to go elbow down towards the floor.
27109835	27111840	We might not be able to touch the elbow to the ground.
27111900	27112482	That's okay.
27112823	27114427	Let's just get as low as we can there.
27114888	27115830	One, two, three.
27115810	27142273	three and back up so three there three there I'm gonna go five cycles and then I'm gonna switch to the other side five and five same thing for the adductor hip flexor combo I'm going lateral with one skip so it's one skip lateral and I'm going down I'm trying to touch this floor keep this knee straight because I want to get that stretch on the inside of the leg in this adductor I'm going back with the hip like I would in a normal squat
27142253	27146158	and I'm getting nice and low, touch the floor, and I'm popping out to that other side.
27146619	27150624	All right, so let's just hold about one second at the bottom and pop out.
27150965	27156492	I need five of these down and back, so it's 10 total, and then I immediately go into a hip flexor.
27157113	27171332	Same thing with the skip, and now I land, I turn this foot forward, I pivot, I'm here, knee a couple inches off the floor, I'm gonna rotate, hold one, and then come back, and it's to the other side.
27176273	27182783	At the bottom of this stretch, I'm gonna get that really good stretch in the hip flexor, and I always need to turn towards the lead leg.
27182823	27184286	Don't make the mistake of going here.
27184666	27192739	You need to rotate towards that lead leg as far as we can, and I'm gonna feel it through that hip flexor, and then I pop out to the other side.
27192839	27198708	For the overhead deep squat progression, I'm going high with the hands, basic squat stance, so I'm a little wider than shoulder width.
27198788	27202534	I can point the toes out just a little bit, and then I'm just gonna go here,
27202514	27204377	It's going to be a hamstring stretch.
27204638	27206581	One, two, three.
27206721	27209687	Keep the hands down and come into a deep squat.
27209867	27212071	Try to stay back on your heels if you can.
27212732	27214435	One, two, three.
27214495	27215978	Rock forward.
27216078	27217120	So I'm on my toes now.
27217601	27219825	Drive the knees out with the elbows.
27219865	27220185	Hold.
27220826	27221147	One, two.
27221127	27240368	two, three, rock it back, heels back down to the ground, one, two, three, I need one hand up, two hand up, not out here, we need it back behind the head, and stand, alright, so that's one cycle, we're going to go for three of these, so it's one, two, three,
27240702	27242965	One, two, three, lean.
27243746	27246009	One, two, three, heels back down.
27246069	27250094	One, two, three, one up, two up, stand, all right?
27250394	27258704	If you cannot get down in that deep position, then let's just go as low as we can right here, and then on the lean, it's just gonna look like this, all right?
27258724	27263090	And then we're gonna come back, hopefully parallel to the floor, one up, two up, stand.
27263450	27269798	We just gotta get as low as we can, and every day try to progress so that we can get lower and lower, better range of motion.
27269778	27272641	So for the hip bridge, it's gonna be a very basic hip bridge.
27272661	27274944	Even if you're an advanced athlete, I want you to do this version.
27275364	27278147	So we're gonna get up nice and flat in a hip bridge.
27278488	27280169	I need to be flat through the hips.
27280470	27282872	I'm driving through my midfoot right now.
27283393	27287818	And now I'm just gonna squeeze my glutes together as hard as I possibly can.
27288198	27291241	So just holding in this position isn't that difficult.
27291261	27299110	But if I squeeze my glutes together as hard as I can so they're rock solid, I'm gonna get a really good isometric contraction.
27299090	27301435	and I'm gonna activate a lot of muscle fibers.
27302518	27309053	And we're just gonna hold in this position for 25 seconds with a full squeeze, and then relax.
27309494	27317773	This is all for hip activation, getting those glutes fired up, it's the most powerful muscle in the body, so we gotta get them revved up for our session.
27317753	27322138	So for our top end speed workout, we're going to keep it very efficient and simple.
27322478	27329887	The reason why we're doing this is top end sprint speed exposes the body to a lot of things that we don't get anywhere else, right?
27329907	27337236	Like building the proper stiffness through the Achilles and through the quad tendon and the proper compliance through the hip flexor tendons.
27337596	27342381	And it kind of builds the tendons exactly how the human body was meant to be.
27342802	27347187	And we can't get that through doing basic mobility, basic static stretching.
27347167	27354457	And also the ground contact times are so fast that we have to learn how to apply force quicker and quicker and quicker.
27354898	27359384	And so we're not just getting faster when we work on top end sprint speed.
27359625	27366154	We're also going to improve our vertical jump, especially off one leg because the ground contact time is so short.
27366134	27371260	Now, if you're on a track, basically mark out 54 meters.
27371581	27378029	I do 54 meters because it's about a quart and a half, and so that's what I have our guys do, and they've got some pretty good results off that.
27378089	27382654	So mark out 54 feet, and then halfway put another cone.
27383015	27388762	All right, so you have a cone here, you have a cone halfway, and then you have a cone at that 54 meters.
27389062	27391385	So for this phase, we have six sprints.
27391586	27395230	All right, so it's six sets of one with a break in between.
27395210	27399418	For the first one, I want you to accelerate at 50%.
27399738	27403024	So start split stance and you're just going to accelerate at 50%.
27404006	27407612	Once you hit the cone, you're going to then accelerate to 75%.
27407793	27409516	So we're not all out yet.
27410057	27413964	All the way through that 54 meters, walk it back nice and slow.
27413984	27415747	Take a minute, take as long as you need.
27416148	27417370	Once you feel good to go,
27417350	27435696	we're back in for that second set now we're accelerating at 75 percent and then i want you to once you hit the that first cone go up to 90 percent all right walk it back now the next one i want you to accelerate at 90 percent once you hit the first cone
27435676	27457330	boost it up to a hundred percent so that's the first one where we're all out walking back the last three are a hundred percent all the way through if you have a friend keep time try to beat your time all three reps because we need max intent i need you going as fast as you possibly can week after week we should be decreasing our sprint time
27457310	27471410	Now, if you cannot get it on a track, I really advise trying to find somewhere where you have that long distance because if you have to do this on a basketball court, that's okay, but you can't reach true top-end speed on a basketball court, right?
27471470	27478941	By the time we get out of acceleration and we start to raise up into that top-end speed, we're already almost getting to that baseline.
27479181	27482406	So we already have to decelerate and change directions.
27482386	27498893	and so that's a huge thing in basketball and volleyball we never are exposed to top end speed because everything is acceleration but like i said it's so beneficial to train top end speed because it translates to other qualities such as single leg jumping so
27499463	27501305	I really advise trying to find the space.
27501865	27513697	If you have to do it on a basketball court, then go ahead and just accelerate early and try to get as fast as we can early on and sprint through the baseline, walk it back.
27513997	27524948	You can go up to 10 sets instead of just doing six sets.
27540436	27546123	So for our bound two foot takeoff combo, first of all, I'm going for distance and height.
27546203	27552510	So if you're doing it on a basketball court, I would start just inside the high school three point line, heels on the line.
27552971	27554492	I'm going to start with a broad jump.
27554773	27555073	All right.
27555153	27556955	So I'm rocking the arms back.
27557236	27558798	I'm getting a good torso angle.
27559138	27560620	I'm jumping as far forward.
27561000	27568088	Now, instead of landing on two, I'm going to land on one and I'm going to stay stiff with that foot and spring into that next bound.
27568429	27569430	So I'm going to jump.
27569410	27579812	I'm going to land right, and then I'm going to jump to my left, and from my left, I get straight into my penultimate step, so then it's right, left, take off.
27579832	27584602	All right, so we're building a ton of explosiveness, stiffness, reactive strength.
27584963	27589613	Most importantly, we're building that rhythm into the two-foot takeoff.
27589593	27597009	So it would be as far as I can, right, left, right, left, take off.
27597029	27601640	Off this left foot, I don't want you to think about a bound where you're getting as far as you can.
27602061	27609036	I just want you to get a little bit of distance and kind of build that rhythm into that long penultimate stride.
27609573	27612897	If you're doing it on the court, the further out we can get, the better.
27612937	27623169	So if I'm good there and I can get up and, you know, say you can only touch the backboard, if you can get up and touch the backboard, then okay, cool, let's move it back.
27623269	27626453	Let's go NBA three and then let's move it back a couple feet.
27626793	27632880	If you can get back close to the circle at the half court line, that's pretty impressive, all right?
27632860	27638666	I do want you to get max jump height, though, so I need you to touch as high as you can.
27639047	27640749	Let's say you can already touch the rim.
27641009	27642931	You need to do this with a basketball, all right?
27643191	27652502	And I need you to get up there and throw down some dunks, try some different dunks that you've never worked on before, and let's try to really push ourselves to get that max jump height.
27652702	27654724	So, of course, we're going to switch sides on this.
27654744	27661652	So if I said three sets of two, that means two broad right, left, right,
27662425	27666175	two of those and then two on the other side to complete one set.
27666395	27668641	So then the other side would be just the opposite.
27668682	27676823	So it would be off two, land left, right, left, right, turn stance that way, get up probably left hand.
27695467	27701256	On the lateral double bound, we're focusing on our lateral power, speed, and elasticity.
27701276	27703960	So we're gonna start on the right foot here.
27704300	27706203	I'm gonna go right, right, left.
27706303	27711531	So I'm gonna jump off my right, land on my right, push again, land on my left.
27711872	27717300	And now when I land on my left, I change directions as quick as I possibly can and go to my right.
27717520	27718842	So now it's gonna be left, left, right.
27719083	27721106	So left, left, right, transition.
27721166	27723229	Right, right, left, transition.
27723209	27726572	Notice I'm using minimal knee bends.
27726592	27730316	So I'm staying relatively stiff on the transition portion.
27730756	27734040	I'm not going to land and sink into the joints.
27734400	27739525	The quickest cuts, the quickest moves on the basketball court are done with relatively stiff joints.
27739765	27741747	We hit the floor and we get out.
27741767	27742768	So think about this.
27743309	27746492	Visualize a game scenario while we're doing this drill.
27747072	27749214	So it's right, right, left.
27749695	27752878	Notice that my body is already leaning in that position.
27752858	27756550	If you land in this position, we're not going to be able to cut that way.
27757072	27761687	Okay, so I got to set myself up for my next cut with that body lean.
27801408	27805855	So for my consecutive hurdle jumps, I'm gonna put out three hurdles.
27806196	27810783	Now, I have the adjustable hurdles so that I can adjust them to different heights.
27810843	27814289	It's from Champion Sports, so if you hit it, it just collapses.
27814469	27815551	You don't trip over it.
27816012	27818435	If you don't have these hurdles, that's completely fine.
27818756	27819958	I don't really care what you have.
27819998	27823163	You could have the tiny little agility hurdles
27823143	27829095	or you could even put out three cones or just three shoes, whatever you want to use, it doesn't really matter.
27829495	27831880	All that matters is that we have an object to jump over.
27831920	27835707	At the end of the day, your max intent and your max jump height matters.
27836088	27839194	The object that we're jumping over doesn't matter at all.
27839174	27843800	But I want you to put out three objects and make sure that they're about six feet apart.
27844121	27847125	If they're too narrow, then you're going to have a hard time with this drill.
27847486	27848627	Everybody's different.
27848727	27850229	Everybody has different length.
27850650	27854535	And so some of you might have to go even further, kind of try it out for me.
27854916	27856218	I like to go about six feet.
27856498	27860163	So what I'm going to do is my first one is a double hop.
27860183	27862386	So that means I jump over the first one.
27862747	27865030	Now, when I land in the middle,
27865010	27869056	I'm gonna go with a double hop, so I'm not reactive off the ground just yet.
27869356	27873001	So I'm gonna land, and it's one, two, and get up.
27873022	27874644	So you see that little baby hop?
27875064	27878249	I'm landing, and then I'm jumping again, all right?
27878349	27880733	I land in the center, I do the same thing.
27880833	27886040	So it's land, baby hop, jump, land on the other side, all right?
27886501	27887943	So that is level one.
27888303	27892890	So for our first two sets, we're doing level one, double jump.
27892870	27904401	Now, level two, which is for you going to be sets three and four, you're going to do a more reactive jump, but we're still not going stiff with the knees.
27904482	27913110	So a lot of you have probably done more of a pogo hop type jump where it's very stiff with the knees, very little range of motion.
27913511	27919296	For this one, I want you to load up pretty low, but I still want you to get off the floor fast.
27919316	27921038	So we jump.
27921018	27924743	We land and we load up low and get up high.
27925404	27926806	Same thing on the next hurdle.
27927327	27929830	We load up low, we get up high.
27930431	27935878	I do want you getting off the floor fast, but I still want you getting a big range of motion.
27936259	27939904	This is working what we call the slow stretch reflex.
27939884	27943430	compared to the fast stretch reflex, which is going to be level three.
27943550	27951344	The fast stretch reflex, now we're getting over that first hurdle and we literally just tap the floor and get off as high as we can.
27951744	27956092	So it's minimal bend in the knees, we're nice and stiff with the ankles.
27956533	27960379	As soon as you hit, we're reactive off the ground and bounce.
27960419	27963765	It's like more of a pogo hop than a normal jump.
27963745	27971596	Get over that second hurdle, same thing, pogo hop, get over that third hurdle and land nice and soft.
27972617	27975642	So set one and set two, double hop.
27976042	27980248	Set three and set four are land low, get high.
27980568	27988960	Set five and set six are reactive, quick off the ground, minimal knee bend, more of a pogo hop type jump.
27997850	28005158	So for my oscillating ankle stiffness, what I'm going to do is use a bumper plate or a nice stable step of some sort.
28005798	28009402	Now if you have a Smith machine, you could do this with a Smith machine.
28009482	28014588	I wouldn't do this with a regular barbell because of the stability and kind of the angle that we're in.
28015068	28016930	I like to do it with dumbbells personally.
28016990	28021795	So if that's the case and you want to do it with dumbbells, hold the heaviest dumbbells that you can hold.
28022556	28024258	So right now I'm just using a 50.
28024778	28027401	Normally I'd probably use around 75s.
28027786	28034942	So what we're going to do is bring the ball of the foot up on that bumper plate and then I'm in a big split stance.
28034962	28037047	This back leg is going to stay relatively straight.
28037107	28039632	We can bend that knee a little bit if it's more comfortable.
28040254	28042539	Now from here, I'm just oscillating.
28042980	28047550	So I'm just here in my lunge and I'm just bouncing
28047530	28051254	up and down, but notice my heel is not collapsing.
28051634	28055598	So every time I drop down, my heel wants to collapse lower than the plate.
28055959	28059583	I got to keep it stable and keep it even with the plate.
28059943	28062406	So I'm just bouncing in this position.
28062566	28063307	All right.
28063327	28068852	We're going to feel a huge burn through the feet, through the calves, all the way up through the glutes and the quads.
28069533	28070714	We are going for time.
28070814	28074178	So set the timer so that you don't have to worry about counting reps.
28074158	28075962	and we're just bouncing in this position.
28076003	28078148	We don't want a long, slow eccentric.
28078569	28080273	So don't slowly lower yourself down.
28080854	28082198	Explode up, lower.
28082378	28083601	Explode up, lower.
28083902	28088132	And we're just oscillating in maybe a three to four inch range.
28088473	28091340	We're not standing up all the way to the top.
28091320	28098130	So this is great for our traditional oscillating that we've been doing, glutes, quads, hamstrings, all that.
28098230	28103338	But the reason that we're doing this with an elevated foot is to work on that ankle stiffness.
28103378	28109006	So when we look at an approach jump, that block foot, we need rigidity, we need stiffness.
28109547	28115235	Otherwise that heel collapses and we lose all of that elastic energy through the Achilles.
28115215	28116678	sprinting, same thing.
28117139	28127363	If we're hitting that heel collapse, we're losing a lot of that energy, so we need proper ankle stiffness to run, to cut, and to jump to our highest potential.
28127764	28132515	Let's do it.
28138722	28145337	So for my hamstring chair alternating holds, I'm gonna use a box, a bench, or a chair, or even just the end of your couch.
28146039	28150609	What we're gonna do is come to our back, and I wanna get 90-90.
28151190	28155921	So I'm gonna put my heels up on the box or the bench or the couch,
28156120	28161568	and I wanna get 90 degrees here, and I want 90 degrees here, okay?
28161588	28179154	Now from that position, and if we can't get that, we might have to elevate your feet more, maybe use some pillows to elevate your feet more, or maybe you need to elevate your torso more, so maybe lay down on some pillows, mess around with that distance and that height to where we can get 90 degrees here, 90 degrees here.
28179715	28182499	Now from this position, I'm just gonna bridge up
28182479	28184529	and then I'm gonna come to one leg.
28184891	28188810	So I'm gonna give a three count, so I'm gonna lift my left leg,
28188892	28192216	One, two, three, and then I'm gonna switch.
28192597	28197664	Now I'm driving my left heel down into the bench, and I'm lifting my right leg.
28197864	28199746	One, two, three, okay?
28199766	28203912	That counts as one rep, and I just keep alternating, all right?
28203932	28216789	The key here is we're holding ourselves up with our hamstrings, so we should feel that burn back in the hamstrings, but I want you to exaggerate it and get a maximal isometric hold, so that means I'm not just
28216769	28225865	putting enough tension in the hamstrings to hold myself up, I'm actually squeezing as hard as I can, and I'm pushing down into the box as hard as I can.
28226186	28230834	So I'm getting a maximal hamstring hold, and then I switch.
28230854	28235402	Maximal tension, push the heel as hard as you can down into the box,
28235382	28236303	and then switch.
28236724	28244813	So if you do these the right way, by the end of the set, you're gonna feel a huge burn in the hamstring, almost to the point where you feel like you're gonna cramp.
28244973	28247796	So we're getting some good isolation back in the hamstrings.
28247816	28249919	We're getting that post chain strength.
28249939	28258449	A lot of times, athletes weakest link is that post chain, and a lot of athletes train their quads a lot, but their hamstrings are not quite as strong.
28258749	28263395	It's a very good exercise for balancing out the hamstrings and the quads.
28263675	28264596	Let's get after it.
28289753	28293778	For our 7-11 breathing, what we're going to do is just lay down on our back.
28293898	28295700	Make sure that you're in a relaxed place.
28295740	28298443	I know you're probably in a gym, so it might be a little bit loud.
28298483	28305491	If you have headphones, throw on some headphones, throw on some slow music, maybe some yoga or meditation type music.
28305511	28311457	And all I'm going to do is just lay down and I'm going to breathe in through my nose for seven seconds.
28311738	28315542	And I'm also going to breathe out through my nose for 11 seconds.
28315522	28318889	So I'm not going to open my mouth for this whole drill.
28319831	28323659	So it's in through the nose and I want to make sure that my stomach is rising.
28324220	28331556	Your chest will naturally rise a little bit, but most of you, when you think of deep breathing, what happens is your belly stays still
28332565	28335289	and your chest puffs up and your shoulders elevate.
28335649	28342378	That means we are not actually getting all of that air, all of that oxygen down to the deepest part of the lungs.
28342939	28348707	So I want you to think about letting the belly rise as you take that breath in, okay?
28348727	28352372	So we're here, in deep through the nose, let the stomach rise.
28354695	28358961	Seven seconds, once you finish that seven seconds, it's out through the nose.
28361911	28363834	and that stomach will fall, okay?
28364534	28367198	Initially, this is very uncomfortable for guys.
28367939	28376971	I've had NBA players that absolutely hated this until they're in their third or fourth session and they started to get used to it because you do have to learn how to pace your breath.
28377752	28385522	If you just breathe in as hard as you can and breathe out as hard as you can, you're not gonna be able to go for seven in and 11 out.
28385743	28389808	You gotta learn to go very slow and pace that breath, okay?
28389788	28418682	this is doing a lot of stuff I mean for one we're helping you expand the lungs we're teaching you how to to breathe yourself into a more calmer state but from a recovery standpoint this could possibly be the best thing that you can do after a workout better than foam rolling better than static stretching because after a workout we're in that sympathetic state that's that fight that's that workout that's that game mode okay I got to get you to the parasympathetic state that's relax recover all recovery
28418932	28421436	happens in the parasympathetic state.
28421977	28426444	Okay, so if I'm still hyped up after the workout, I'm killing my recovery.
28426464	28440045	So as soon as we're done with the workout, we wanna do these breathing exercises to get us into that parasympathetic state and then I can really start to aid my recovery and I'm back better than ever tomorrow, ready to train again.
28441915	28445220	So the first one for our static stretch is just going to be a basic quad stretch.
28445240	28449507	So I'm just going to go heel to hip and I'm just going to get up nice and tall.
28449807	28456598	I'm going to raise my opposite hand and I'm just going to hold for 15 seconds and then I'm going to switch over to the other side.
28456898	28460384	If you need to hold on to something for balance, that's okay.
28460664	28468176	We're not going to get the same arm raise, but you can hold on and just make sure that we're nice and tall and that heel is touching the hip the whole time.
28468156	28472507	For the elevated hamstring stretch, I'm just gonna use a bench, a box, a chair.
28472928	28474893	I'm just gonna get my heel on there.
28475233	28477439	That toe is pointed up towards the ceiling.
28477720	28479785	And then I'm just gonna hinge from the hips.
28480065	28482271	So I don't wanna lean forward and round my back.
28482592	28484376	I'm just gonna lean forward.
28484356	28505166	from the hips keeping my back nice and straight if you want to reach down and touch your ankle or touch your toe you can but don't reach down and start to bend over from the back so i like to just keep my hands here to make sure that i'm not rounding the upper back and i'm just going to hold 15 seconds and then i'm going to switch over to the other side
28505450	28507412	15 seconds on the other side as well.
28507432	28509575	We should feel this stretch all in the hamstrings.
28509755	28511177	So that is the back of the thigh.
28511417	28515622	We'll feel it a little bit down into the calves, but we should feel it mostly hamstrings.
28515742	28519426	For our adductor stretch, I'm just gonna go one leg out.
28519587	28522010	I need to lock out this knee so I'm nice and straight.
28522350	28524673	I'm gonna sit back onto my heel.
28525033	28526595	So now look at this back foot.
28526615	28528037	I'm not curling the toe under.
28528417	28532622	I'm putting it down like this so the top of my foot is flat to the floor.
28532602	28535927	and I'm gonna sit my hips back to that heel.
28536348	28541716	Now from there, I can already feel a little bit of a stretch in the adductor.
28542016	28555437	Now if you don't really try to square your chest towards the floor, now from there, if you don't feel a big stretch already, we're gonna come down to the elbows and we're just gonna hang out in this position for 15 seconds.
28555417	28558544	Alright, so I should feel that stretch all through the adductors.
28558584	28559927	That's the inside of the leg.
28560408	28563775	After 15 seconds, I'm gonna switch over to that other side.
28564377	28565058	Same thing.
28565399	28568285	For my glute stretch, I'm gonna pull this knee back.
28568586	28571873	Now make sure that this other leg stays down on the floor.
28571853	28575860	So I need my right knee and my right heel down through the ground.
28576161	28583815	I'm not going to lift off, and I'm just going to lay my head back and just pull this knee as far towards the chest as I can.
28584176	28589666	Now, a lot of you, as you pull, the tendency is to rise here because we're tight in the hip flexors.
28590067	28595397	If that's the case, try to have somebody hold that leg down or strap it down with a band.
28595377	28600103	or just realize that you don't have that range of motion yet and you can only pull to right here.
28600503	28608153	But this is a glute stretch for this left leg, but at the same time, for a lot of you, this will be a hip flexor stretch on that right side.
28608674	28611457	So I'm just going to pull back, hold for 15 seconds.
28611918	28617925	After 15 seconds, I'm switching over to that other side, trying to get full range of motion with that other leg.
28617905	28621010	So for our hip flexor stretch, make sure that we have something soft.
28621050	28623233	I don't want you guys putting your knee on a hardwood.
28623453	28627118	Make sure you have a pad or a soft floor to do this stretch on.
28627599	28629161	So I'm just going to go on one knee.
28629562	28632086	This knee is going to go 90 degrees.
28632166	28633067	So I'm 90 there.
28633428	28636212	My ankle is directly underneath that knee.
28636592	28638876	Now from here, I just got to get up nice and tall.
28639236	28643943	Some of you are already going to feel a stretch in the hip flexor because we're extra tight.
28644283	28647388	Now from there, I'm just going to lean forward.
